Id,MSSubClass,LotArea,YearBuilt,SaleCondition,SalePrice
2065,20,12774,1953,Normal,128825.96440691061
2066,20,14250,1957,Normal,169295.40687619353
2067,20,8838,1957,Normal,161715.8943403058
2068,90,12436,1957,Normal,154459.84377281653
2069,20,10122,1948,Normal,110628.31653765256
2070,50,7506,1925,Normal,121989.50015393716
2071,30,5400,1940,Normal,131755.6345299188
2072,50,10836,1922,Normal,143767.6387235868
2073,20,10180,1968,Normal,146433.32640124325
2074,20,11355,1958,Normal,167282.11941561045
2075,20,12929,1960,Normal,138898.95896046184
2076,20,7200,1951,Abnorml,135115.74440971273
2077,20,8000,1959,Normal,145990.2218194288
2078,20,8000,1962,Normal,131136.95290017794
2079,50,8064,1948,Normal,141239.7196266754
2080,45,6390,1954,Normal,124108.79820130867
2081,50,7200,1954,Normal,129560.52401642065
2082,90,8513,1961,Abnorml,142449.31976198376
2083,50,7200,1955,Normal,139244.21846898703
2084,20,7200,1954,Normal,124851.54259906203
2085,20,7590,1963,Normal,134266.26391756578
2086,20,9836,2008,Abnorml,146356.26734146106
2087,50,9184,1948,Normal,131487.29744558476
2088,70,4800,1910,Normal,121210.94923543265
2089,30,4800,1940,Normal,114762.60560898016
2090,75,6000,1915,Normal,139764.47817219005
2091,190,11426,1910,Normal,133671.1142460016
2092,50,7628,1940,Normal,140830.72804070442
2093,50,7308,1920,Normal,128955.93223271768
2094,30,5400,1920,Normal,140259.07946285856
2095,190,10800,1940,Normal,144304.761806447
2096,30,6756,1910,Normal,106849.55460181559
2097,50,5914,1890,Normal,119687.00457156688
2098,50,9000,1946,Normal,139476.68386609116
2099,20,7311,1946,Abnorml,105445.9207706498
2100,20,12205,1949,Abnorml,136726.8633073576
2101,190,9142,1900,Normal,135862.96810525967
2102,75,5350,1920,Normal,138479.88245619697
2103,50,9143,1900,Normal,122189.0933883459
2104,190,9600,1920,Normal,144299.92714010866
2105,70,6000,1905,Normal,145970.38699038688
2106,70,11340,1920,Normal,112303.43975824877
2107,70,10800,1890,Normal,181427.89299199943
2108,20,9750,1959,Normal,125133.79180045363
2109,20,8516,1958,Normal,125191.95259181365
2110,30,7111,1928,Normal,140220.22518807405
2111,50,7425,1945,Abnorml,150490.0888860593
2112,50,7010,1935,Normal,142217.55732287315
2113,50,5000,1941,Normal,127726.67159833563
2114,70,5870,1900,Normal,126171.63313152266
2115,50,6000,1940,Normal,139871.9392444969
2116,30,6000,1924,Normal,129112.1931355008
2117,50,6000,1937,Normal,144235.3098774635
2118,50,6000,1939,Normal,133714.61782847706
2119,45,5000,1926,Normal,121832.41111996015
2120,50,5520,1920,Normal,126890.44800937841
2121,20,5940,1946,Abnorml,118776.62902777662
2122,50,6240,1929,Normal,124626.68635023077
2123,30,6120,1945,Normal,115652.89948609805
2124,50,6240,1939,Normal,159213.32267811228
2125,70,6120,1923,Normal,146064.7997416662
2126,50,9144,1915,Normal,157399.74216866272
2127,60,8094,1910,Normal,151879.98732295312
2128,50,4347,1910,Normal,139361.7479069752
2129,30,6291,1930,Normal,129563.97949810525
2130,70,10266,1952,Abnorml,134872.14170217296
2131,50,6876,1938,Normal,155502.01915127362
2132,50,10320,1915,Normal,127188.5638851059
2133,30,7200,1925,Normal,130882.76950990557
2134,50,7006,1925,Family,137930.62274024295
2135,30,10320,1912,Family,128135.70591648022
2136,190,10320,1915,Normal,122482.52845497787
2137,20,9488,1947,Abnorml,132972.55227401818
2138,85,11235,1963,Abnorml,143329.15466782628
2139,80,13014,1978,Normal,149543.60536305018
2140,20,10265,1967,Normal,140141.77627272572
2141,85,7703,1978,Normal,148113.2704501593
2142,20,9981,1967,Normal,137369.92678990142
2143,85,7400,1984,Normal,148874.86862803006
2144,190,12900,1920,Alloca,144006.01783723358
2145,20,9239,1963,Normal,141520.9473622035
2146,20,14175,1956,Normal,151649.41211972764
2147,190,10532,1960,Abnorml,167229.21239895688
2148,50,8375,1941,Normal,139274.52665146883
2149,80,10200,1970,Normal,158778.49796761657
2150,20,20270,1979,Normal,191979.30646610295
2151,50,5190,1948,Normal,134696.43267530616
2152,30,19550,1940,Normal,166346.65099102448
2153,20,9571,1956,Normal,155111.4430753825
2154,90,9350,1975,Normal,119315.2054496943
2155,60,9360,1962,Normal,146066.49784254262
2156,60,9771,1995,Normal,234776.05040019884
2157,20,9938,1994,Normal,226845.69471313863
2158,60,14171,1993,Normal,225220.6278507226
2159,80,10541,1996,Normal,212040.32942816534
2160,60,10616,2007,Partial,197345.50767578045
2161,20,9345,2007,Normal,242320.6771303218
2162,20,11778,2008,Abnorml,330601.5225717984
2163,20,11778,2008,Partial,338502.62381402304
2164,80,11454,1995,Normal,248878.3468102391
2165,20,11500,1966,Normal,173908.3563136859
2166,20,9750,1994,Normal,152458.139219954
2167,20,8696,1997,Normal,205782.05683905556
2168,60,13142,1997,Normal,194398.32737022007
2169,60,8998,2000,Normal,200836.1858856067
2170,60,12192,2000,Normal,212414.04778489063
2171,20,12250,1978,Normal,149788.48778020398
2172,20,9216,1975,Abnorml,141285.66981238165
2173,20,14330,1975,Normal,162872.69925513267
2174,60,10400,2001,Normal,218848.36359828315
2175,60,9720,2001,Normal,262797.63699644513
2176,20,14860,2002,Normal,302307.71058688423
2177,60,10905,2003,Normal,229033.52904358908
2178,60,11690,1999,Normal,216827.32438563454
2179,120,4426,2004,Normal,169438.29511552697
2180,90,10126,1997,Abnorml,223028.43057113962
2181,20,9750,2004,Normal,201383.13966991997
2182,20,11058,2007,Normal,229428.83923058203
2183,20,9627,2007,Normal,201799.88572951566
2184,20,9825,1966,Abnorml,135171.41986763274
2185,85,12102,1976,Family,143385.06004988158
2186,20,6500,1976,Normal,145194.4114384093
2187,80,9638,1977,Normal,149164.8442531163
2188,60,7200,1976,Normal,156145.11853444407
2189,20,47007,1959,Normal,221317.5231663192
2190,90,6012,1955,AdjLand,119776.55709327715
2191,90,6845,1955,Normal,117353.0575410311
2192,190,6931,1955,Normal,107883.24380345248
2193,50,12180,1938,Family,122541.26593654732
2194,50,8050,1947,Normal,123422.02446235798
2195,20,9520,1953,Normal,131453.8192249795
2196,80,7692,1954,Abnorml,135392.45593351236
2197,30,5142,1923,Normal,126368.27686582791
2198,30,7290,1921,Normal,153741.56018674953
2199,90,7804,1930,Abnorml,155921.63082422668
2200,70,8969,1926,Normal,136350.3163807977
2201,50,15564,1914,Normal,143249.68809574767
2202,70,7609,1925,Normal,179926.14773036182
2203,70,9650,1923,Normal,151907.26869768533
2204,50,11700,1937,Normal,166203.87858980923
2205,50,9260,1938,Normal,125643.6319451738
2206,20,7801,1951,Normal,138266.7068981404
2207,70,9670,1935,Alloca,180240.38074325828
2208,50,12392,1950,Normal,204177.80764869606
2209,20,26073,1956,Normal,191586.7822873259
2210,160,1879,1980,Normal,140319.8882368108
2211,30,7000,1926,Normal,121210.88676984444
2212,50,6000,1940,Normal,124783.50904145239
2213,50,8155,1930,Normal,119822.15968566961
2214,80,6000,1967,Normal,149200.52027356348
2215,30,7392,1930,Normal,119835.24326567103
2216,50,9000,1958,Normal,149884.43358701206
2217,20,14584,1952,Abnorml,122514.1425347957
2218,70,5280,1895,Normal,112722.46498255618
2219,50,5150,1910,Normal,106886.12418252621
2220,70,9000,1920,Normal,115770.68364367845
2221,120,3843,2007,Partial,280050.4975673611
2222,120,3811,2004,Normal,254818.43520188914
2223,20,23730,1996,Normal,282831.1328069383
2224,60,11050,1996,Normal,219527.88069163865
2225,90,10260,1976,Abnorml,150121.93830444058
2226,20,9990,1991,Normal,191679.82439030622
2227,120,4084,1986,Normal,203274.0554060327
2228,20,11563,2006,Normal,273439.15510716406
2229,60,12852,2007,Partial,230951.72340672265
2230,80,9802,2006,Normal,166156.77867468726
2231,60,12018,2008,Partial,219498.65535349294
2232,20,12890,1989,Normal,183956.20437664533
2233,20,18265,1986,Normal,188956.04768718345
2234,20,11202,2003,Normal,241418.36064366734
2235,20,7915,1999,Normal,226638.76782520517
2236,20,11449,2007,Normal,254966.90769384435
2237,20,11447,2005,Normal,315615.5162029486
2238,90,8940,1997,Alloca,209949.65116612898
2239,20,9278,2007,Abnorml,135610.86271252562
2240,120,4500,1997,Normal,176068.2394780494
2241,85,14137,1964,Normal,160308.45024303457
2242,120,4224,1975,Normal,143065.84378829182
2243,160,2665,1976,Normal,145404.98353090035
2244,180,1974,1973,Normal,124314.02566815414
2245,180,1596,1973,Normal,126657.57601518872
2246,20,17979,1968,Normal,143533.55293552735
2247,160,1477,1970,Normal,129087.24934708419
2248,20,6490,1983,Normal,136157.31933895612
2249,20,6600,1982,Normal,138215.23349441082
2250,20,12395,1984,Normal,143976.85847419
2251,70,56600,1900,Normal,142596.1857948414
2252,20,10667,1971,Normal,167059.74806665632
2253,80,8872,1997,Normal,168889.18934031273
2254,80,10147,1994,Normal,177082.30801077516
2255,60,8637,1999,Abnorml,185719.17186987278
2256,60,7875,1996,Normal,193690.4706356114
2257,60,7500,1999,Normal,195413.55263275182
2258,20,9556,1992,Normal,178150.36737756061
2259,60,7655,1993,Normal,179608.63141290998
2260,20,18160,1964,Alloca,154301.8668332567
2261,120,4740,1988,Normal,191763.04107632203
2262,120,5118,1990,Normal,203240.9938159203
2263,60,12328,2005,Normal,326725.2866568522
2264,20,51974,2006,Partial,363340.49366712564
2265,190,41600,1969,Normal,168001.142772174
2266,120,8035,2006,Normal,256354.19510573323
2267,20,14082,2006,Normal,316613.338197509
2268,20,13870,2006,Partial,347622.7800977368
2269,20,10960,1984,Abnorml,158694.76113640043
2270,60,12090,1981,Normal,197108.66499830064
2271,20,12299,1978,Normal,203214.61451280513
2272,60,11339,1979,Normal,194709.96582384984
2273,20,11850,1984,Normal,170490.34727281323
2274,20,10400,1979,Normal,172551.56544652325
2275,20,13001,1971,Normal,164378.10325612652
2276,80,8991,1976,Normal,178991.00350359717
2277,60,8000,1974,Normal,167662.55802114212
2278,20,9457,1970,Normal,144697.1753629383
2279,20,7920,1970,Normal,136932.91788162832
2280,20,17199,1961,Normal,127043.79138932796
2281,120,4113,2001,Normal,191386.29801262738
2282,120,10943,1997,Normal,198727.3038974506
2283,160,2205,1973,Normal,124019.66110151233
2284,160,2058,1973,Normal,133510.61104894624
2285,120,2304,1978,Normal,151424.48484721896
2286,20,7150,1966,Normal,128484.65369284603
2287,20,12469,2006,Partial,343761.3062230181
2288,20,11825,2006,Partial,280350.46388209733
2289,20,14333,2007,Partial,316127.0782305844
2290,60,13641,2007,Partial,380079.75164193613
2291,60,13440,2006,Partial,313035.97923604416
2292,20,15431,2005,Normal,377028.91305423144
2293,20,13891,2007,Partial,399490.6471108874
2294,60,13654,2005,Normal,344226.9409270633
2295,20,17169,2007,Partial,396517.83847809635
2296,60,16659,2007,Partial,256661.92400669132
2297,60,9709,2007,Partial,314479.19497192773
2298,20,13615,2006,Normal,332174.06642860855
2299,60,13069,2004,Normal,322103.35667077097
2300,60,14277,2003,Normal,304234.3718541675
2301,60,12568,2007,Partial,296681.8349651514
2302,20,9926,2005,Normal,241177.99435213133
2303,20,9254,2005,Normal,235906.68946660732
2304,60,10732,2006,Partial,246384.8364834618
2305,120,3901,2005,Partial,197343.37144934273
2306,120,3903,2005,Normal,196416.0205234439
2307,120,6289,2005,Normal,195135.18725759446
2308,120,4590,2006,Normal,223793.22897799418
2309,120,7841,2005,Normal,264583.4179706216
2310,120,6240,2006,Partial,215270.15339786542
2311,120,3242,2003,Normal,207085.20019027346
2312,60,15810,2007,Partial,191189.5268825154
2313,60,10237,2005,Normal,193712.1272169225
2314,60,13204,2006,Partial,187110.8504112793
2315,60,8857,2006,Partial,194043.85593037278
2316,60,9729,2006,Partial,205646.63234161772
2317,20,12216,2005,Normal,185653.83529439458
2318,60,8229,2007,Partial,192463.79356700342
2319,60,7713,2007,Partial,194996.3410076704
2320,20,7697,2007,Partial,193363.55059113124
2321,120,3621,2003,Normal,237169.4570353235
2322,20,3710,2007,Partial,194757.47369110928
2323,80,16219,2004,Normal,195025.93783442955
2324,80,11084,2004,Family,199934.42048988995
2325,20,10936,2006,Partial,212654.85832078516
2326,80,11950,2003,Normal,193646.10075759402
2327,60,7875,2003,Normal,209797.26696102202
2328,60,8740,2002,Normal,214209.48424951933
2329,60,9487,2000,Normal,185501.6829825349
2330,60,9649,1999,Normal,181400.72641193948
2331,60,12191,1997,Normal,318296.33620861056
2332,60,10557,1998,Normal,311576.08154750755
2333,60,11002,1998,Normal,284611.98304602574
2334,60,10790,1998,Normal,249159.3273241438
2335,60,11762,1992,Normal,255550.38082816443
2336,60,9044,1996,Normal,285849.20956100704
2337,20,9910,2007,Partial,200505.76708189838
2338,20,11830,2007,Partial,258391.8391804644
2339,20,10612,2006,Family,230693.2305536975
2340,20,12291,2007,Partial,355784.5978416782
2341,20,9965,2007,Partial,216963.2273399499
2342,20,8847,2005,Normal,222105.00857114865
2343,20,8251,2005,Normal,219487.16527849343
2344,60,9605,2006,Family,224237.277310197
2345,60,8778,2006,Normal,238174.87571278546
2346,20,8640,2007,Partial,209478.08462997418
2347,20,9000,2006,Partial,200100.73305056244
2348,60,8640,2007,Partial,221656.17945714487
2349,60,10411,2007,Partial,191141.47455637014
2350,60,12217,2007,Partial,294626.205366076
2351,20,10440,2007,Partial,239469.54541391332
2352,20,11824,2006,Normal,247200.83401869898
2353,60,10625,2004,Normal,252520.36845915392
2354,20,7500,2006,Partial,141116.9381049821
2355,20,7500,2006,Normal,164796.2061999144
2356,20,12450,2003,Normal,170230.807549219
2357,20,7441,2006,Normal,203435.07877395602
2358,60,11613,1993,Normal,202371.89511692603
2359,160,8012,1980,Normal,139397.93821491292
2360,20,6285,1977,Normal,129697.15779045488
2361,20,7476,1968,Normal,140240.6693320278
2362,60,19522,1990,Normal,230971.53017473573
2363,20,10751,1974,Normal,143916.9165629528
2364,20,12712,1973,Abnorml,157163.39687740107
2365,120,4379,2004,Normal,214415.90706985063
2366,120,3523,2006,Partial,204716.05376627936
2367,120,3784,2006,Partial,220741.22731535157
2368,120,3606,2006,Partial,215744.22140649572
2369,120,5330,2006,Partial,216168.87245390395
2370,160,2280,1999,Normal,168288.28931757293
2371,160,2117,2000,Normal,178306.7105230862
2372,20,7321,1999,Normal,190836.02240363086
2373,60,8010,2003,Normal,242760.80246596012
2374,60,8413,1998,Normal,267783.2310867462
2375,120,9466,1994,Normal,220992.6329997158
2376,20,12000,1980,Normal,253614.14527728077
2377,20,17778,1981,Normal,262987.1231742606
2378,20,11700,1968,Normal,150743.08504215442
2379,60,8000,1970,Normal,178078.85016624068
2380,85,8723,1969,Normal,147956.19634700406
2381,20,11700,1968,Normal,163036.0655240927
2382,20,11358,1972,Normal,184247.10977960913
2383,20,9547,1993,Normal,202657.24921545817
2384,60,10530,1993,Normal,222755.57145229666
2385,20,10738,1966,Normal,156423.7536892005
2386,20,10800,1963,Normal,140363.56093166536
2387,20,8050,1967,Normal,140132.94729203935
2388,90,10899,1964,Normal,139003.01348374586
2389,20,7450,1956,Normal,139287.07524152243
2390,20,14357,1961,Normal,150528.7277023285
2391,20,8243,1961,Normal,144632.0226438611
2392,20,8680,1960,Normal,125634.98360444496
2393,20,8800,1966,Normal,164205.74964441737
2394,80,9200,1965,Normal,148590.60653451868
2395,60,8800,1964,Normal,179637.37139734396
2396,20,11382,1964,Normal,148456.8978897744
2397,20,22002,1959,Normal,181880.61616119853
2398,45,12172,1940,Normal,140645.73310256016
2399,20,5000,1946,Normal,106800.26189325136
2400,50,3500,1945,Normal,101227.58973508072
2401,20,5175,1958,Normal,126123.91322623292
2402,20,9600,1955,Normal,138366.49778020373
2403,90,8668,1968,Normal,144877.11199393793
2404,85,10050,1966,Normal,159317.12277556292
2405,80,9600,1961,Normal,151168.9724061234
2406,20,8760,1957,Normal,135525.01821390243
2407,20,6860,1956,Normal,132904.95229234872
2408,20,8250,1963,Normal,145075.61393177503
2409,20,9100,1960,Normal,139247.4321164707
2410,20,9736,1957,Normal,159509.40806204293
2411,20,9770,1957,Normal,128386.40685688613
2412,20,12198,1955,Normal,151893.79103992443
2413,20,10050,1955,Normal,137577.0888315266
2414,20,11556,1953,Normal,139020.3992704426
2415,90,8078,1958,Normal,146860.37576309187
2416,20,10950,1952,Normal,129152.81829677094
2417,20,7942,1953,Normal,132100.49963304424
2418,20,8540,1956,Normal,131067.49161041898
2419,50,7150,1955,Normal,137344.88492970934
2420,20,8400,1955,Normal,135953.77532111222
2421,20,9532,1953,Normal,148860.59852886497
2422,20,15783,1952,Normal,128943.39743692527
2423,50,14190,1890,Normal,146255.00945408447
2424,50,12099,1953,Normal,155435.10846500288
2425,70,21281,1935,Family,222672.71272446477
2426,50,10284,1925,Abnorml,142177.9445139792
2427,70,10800,1895,Normal,137870.62113028503
2428,80,10090,1963,Normal,159772.61495067555
2429,20,8700,1961,Abnorml,130001.82592972202
2430,20,8300,1968,Normal,133124.6813347942
2431,20,7200,1950,Normal,137807.62811588662
2432,20,7500,1959,Normal,139347.69171741314
2433,20,7315,1958,Normal,142478.7409879661
2434,20,7903,1960,Family,140148.0178751748
2435,20,8000,1960,Normal,147772.1718646954
2436,20,7000,1961,Normal,132946.50454513027
2437,20,6600,1962,Normal,124225.39330236743
2438,85,6760,1962,Normal,136146.58088492087
2439,30,6978,1926,Normal,134077.19124805546
2440,50,6000,1927,Normal,131384.5874564154
2441,30,4480,1922,Normal,119250.43059770387
2442,30,3153,1920,Normal,119764.63463950835
2443,30,7200,1940,Normal,130916.5508031296
2444,50,9000,1900,Normal,143656.5658851619
2445,50,5925,1900,Normal,109631.00819075153
2446,70,9639,1900,Normal,146509.08445930018
2447,70,10337,1910,Normal,190842.33578488324
2448,70,9863,1927,Abnorml,140917.64995472945
2449,70,4571,1910,Normal,126608.5946730643
2450,50,8398,1910,Normal,147284.5109707088
2451,70,3600,1930,Partial,138906.28211012593
2452,75,13500,1879,Normal,175689.42355188058
2453,20,8626,1956,Normal,119690.8511530647
2454,80,11800,1949,Normal,153431.53137851285
2455,40,6854,1925,Normal,125526.22144592466
2456,50,8674,1950,Normal,128428.02039241957
2457,50,6125,1939,Normal,129689.60589314361
2458,70,6000,1939,Normal,132436.93228586615
2459,45,6120,1939,Normal,127295.53247564283
2460,50,6240,1938,Normal,139306.83815375916
2461,50,6240,1939,Normal,126075.72997218673
2462,50,6240,1930,Normal,131116.75542742672
2463,50,6120,1926,Normal,126798.94679643583
2464,70,7755,1918,Normal,157025.25960179788
2465,50,8850,1920,Normal,143391.21452014855
2466,50,8550,1926,Family,135674.69595803387
2467,70,5700,1929,Normal,151124.7663861318
2468,45,5680,1901,AdjLand,118133.7078192247
2469,50,5680,1901,AdjLand,111527.14671785895
2470,80,13200,1963,Normal,175021.68632079056
2471,60,9780,1950,Normal,175828.95452734144
2472,50,10320,1915,Normal,159462.59873353553
2473,190,4330,1958,Abnorml,135589.94222304487
2474,50,10320,1910,Abnorml,125963.23564232499
2475,70,12888,1937,Normal,176472.8082854899
2476,190,4484,1942,Normal,118846.11559541561
2477,190,11235,1963,Normal,132045.4029145583
2478,85,11235,1964,Normal,155372.92318555762
2479,20,14299,1964,Normal,132854.544893055
2480,80,14149,1964,Normal,158064.80877951588
2481,20,11677,1966,Normal,136820.14993138623
2482,190,8425,1971,Normal,138254.25729014562
2483,20,8665,1968,Normal,131892.3328333343
2484,20,8398,1967,Normal,133543.13126239987
2485,20,8169,1966,Normal,132647.3579731542
2486,20,14175,1956,Normal,146683.14160879285
2487,60,16779,1920,Normal,198047.51550084326
2488,50,6960,1940,Normal,145318.72509106825
2489,20,11375,1954,Normal,155686.62527893382
2490,20,13770,1958,Normal,146733.83512061724
2491,20,9000,1945,Normal,124302.681545081
2492,20,11075,1984,Normal,179310.35426043294
2493,20,17541,1948,Normal,162554.4370846803
2494,20,22692,1953,Normal,158315.97146551212
2495,20,17808,1946,Normal,123127.35604642074
2496,20,12671,1954,Normal,212727.36860215745
2497,50,10512,1954,Normal,140701.53513943197
2498,20,5400,1958,Normal,129786.49051380678
2499,30,11515,1958,Normal,121259.51579026291
2500,120,3869,1984,Normal,154693.0729706729
2501,20,9280,1951,Normal,136212.15056325682
2502,50,11100,1951,Normal,141712.37524511962
2503,50,7550,1920,Normal,124252.80123460661
2504,50,23920,1984,Normal,179018.8433026322
2505,60,9317,1994,Normal,215203.33385550766
2506,20,9178,2007,Partial,251712.19762337898
2507,20,10481,2006,Partial,280351.1228714854
2508,20,10235,2007,Partial,251987.34120082532
2509,20,11750,2005,Normal,235453.05318637937
2510,20,8760,2006,Normal,224010.27923074036
2511,20,7242,2005,Normal,194567.44434446256
2512,60,9316,2005,Normal,210523.73630313246
2513,60,8883,1988,Normal,213111.83942929973
2514,20,20064,1976,Normal,220872.71151473248
2515,20,14217,1994,Normal,155653.4847958523
2516,60,10021,1997,Normal,182300.37911708673
2517,20,8428,1994,Normal,145778.18345713278
2518,20,16561,1996,Normal,154689.5180404267
2519,60,10820,1999,Normal,216181.55128354084
2520,60,12352,1998,Normal,206446.48334362576
2521,60,9543,2001,Normal,201506.0022358844
2522,60,8826,2000,Normal,214295.0119742085
2523,20,11800,1974,Family,141887.14758994608
2524,80,8660,1976,Normal,146928.07925734294
2525,80,9720,1977,Normal,145072.8536342959
2526,20,8982,1977,Normal,139859.3111258089
2527,20,16300,1977,Normal,137056.58254085938
2528,20,9675,1975,Normal,139045.65704261267
2529,20,7200,1972,Normal,140609.78915548394
2530,20,7200,1972,Normal,137932.23441976568
2531,20,11354,2000,Normal,233135.22089783635
2532,60,8749,2003,Normal,214958.3229993784
2533,60,8158,2002,Normal,203986.50680663055
2534,20,11927,1994,Normal,230386.13192226103
2535,60,12728,2001,Normal,259455.0657981391
2536,60,15295,1996,Normal,220359.32317437523
2537,20,17227,1999,Normal,215400.68494285704
2538,60,8145,2007,Partial,198467.8082466981
2539,20,8769,2005,Normal,195963.8130217298
2540,20,8334,2006,Partial,190499.6798570276
2541,60,8333,2006,Normal,197391.28670023114
2542,60,9045,2005,Normal,189377.36674616535
2543,85,9825,1967,Abnorml,139510.9206075895
2544,20,8308,1963,Normal,133793.09817888544
2545,50,16287,1925,Normal,141517.14565999093
2546,20,8240,1960,Normal,144063.61213982783
2547,80,6285,1976,Normal,141122.10525254224
2548,90,9555,1979,Normal,160269.04423385544
2549,60,7023,2005,Normal,173982.75478798035
2550,20,39290,2008,Partial,431897.57310226565
2551,180,3675,2005,Normal,160660.92639747134
2552,20,6400,1959,Normal,129960.33342151425
2553,90,6882,1955,Normal,123599.48388882818
2554,90,8741,1946,Abnorml,128526.90129539043
2555,40,10042,1920,Normal,127180.32125891084
2556,20,8172,1955,Normal,125673.82698209462
2557,20,8172,1955,Family,133308.73042530444
2558,90,10890,1923,AdjLand,153405.27963364433
2559,30,7223,1926,Normal,136695.95063472475
2560,50,6821,1921,Normal,144083.71925539515
2561,70,4000,1930,Normal,140257.55026158842
2562,70,6720,1921,Normal,135279.11643893874
2563,70,7155,1926,Normal,138089.16544564842
2564,70,7230,1927,Normal,169524.00950974674
2565,20,13108,1951,Normal,154546.759132254
2566,50,7810,1930,Normal,161438.12555616206
2567,190,6221,1941,Normal,139709.59034921968
2568,20,25485,1960,Normal,173008.11420174717
2569,20,21579,1968,Normal,179308.61324419297
2570,160,1782,1980,Normal,140220.58333190638
2571,20,17871,1995,Normal,192361.08570380192
2572,120,3907,1988,Normal,164897.99572508686
2573,20,20693,1971,Normal,191501.3237154527
2574,20,18044,1986,Normal,244628.31128936957
2575,50,7000,1940,Normal,137467.92377218066
2576,50,7288,1925,Normal,141023.07669269253
2577,70,9060,1923,Alloca,148917.23419702819
2578,30,3672,1922,Normal,111588.27037091203
2579,50,11067,1939,Normal,112427.57003974369
2580,190,8250,1895,Normal,135835.62813528688
2581,20,6565,1957,Abnorml,138672.3831218878
2582,30,6060,1930,Normal,131111.23232582255
2583,120,5568,2006,Partial,244863.14795838422
2584,85,12150,1979,Normal,166104.70747990758
2585,20,10000,2002,Normal,213690.32754915755
2586,20,12864,2002,Normal,210297.68612998095
2587,20,9928,1991,Normal,188652.53363100695
2588,80,8750,1975,Normal,143804.58826358843
2589,85,8410,1974,Normal,144280.71692528398
2590,120,4054,1987,Normal,214073.05699547482
2591,20,19958,1958,Normal,193908.5372013631
2592,20,8368,2006,Partial,213719.32932551648
2593,20,8298,2006,Partial,240887.48344017164
2594,20,10331,1985,Normal,172984.3802842678
2595,20,6718,2001,Normal,209550.99615129785
2596,20,11305,2002,Normal,293339.9521128213
2597,20,7777,1996,Normal,207413.24780803543
2598,60,11800,2003,Normal,239334.62295466725
2599,20,12633,2006,Partial,322958.32807140215
2600,20,43500,1953,Normal,187109.9121047576
2601,120,6710,1996,Normal,166043.19899358237
2602,160,1504,1972,Normal,119389.15102959874
2603,180,1533,1970,Normal,123040.26382351239
2604,160,1495,1970,Normal,115546.56949337604
2605,160,1890,1976,Normal,124091.83416533364
2606,85,9129,1977,Normal,160016.50847687907
2607,80,15957,1977,Normal,185004.3056500075
2608,20,33983,1977,Normal,179994.89387657074
2609,60,8286,1977,Normal,166245.3147489828
2610,85,6723,1971,Normal,120385.95161879843
2611,20,27697,1961,Abnorml,146497.62050923583
2612,20,11000,1976,Normal,152644.3816676649
2613,20,11625,1983,Normal,141298.34008573138
2614,20,10447,1984,Normal,138242.71889492925
2615,20,11027,1954,Normal,149770.77160154263
2616,20,10533,1956,Normal,141667.1940282502
2617,20,11765,1957,Normal,178814.20563802717
2618,20,39384,1957,Abnorml,185486.15360406684
2619,20,11727,1969,Normal,189789.15744474577
2620,60,8238,1997,Normal,179816.36569812
2621,60,13041,1995,Normal,182637.13766459885
2622,60,9783,1996,Normal,185390.1289456646
2623,60,13128,2005,Normal,229379.56191747854
2624,60,13751,2005,Partial,273125.95157375437
2625,160,13108,1994,Normal,263927.753127913
2626,20,8076,1993,Normal,173102.6622495471
2627,120,3701,1987,Normal,175675.07592060676
2628,60,16023,2005,Partial,355805.03790559893
2629,60,18062,2006,Partial,398377.1865172233
2630,60,12292,2006,Partial,309569.5226672398
2631,60,16052,2006,Partial,381242.81958317285
2632,60,15922,2005,Partial,345046.2419353224
2633,120,8147,2005,Normal,273619.3616366396
2634,20,18261,2005,Normal,349528.9096414506
2635,85,10464,1980,Normal,156038.5872748935
2636,60,10530,1978,Normal,178418.92883205533
2637,85,9927,1976,Normal,181635.38752058175
2638,60,9512,2005,Partial,226443.8227905584
2639,80,10530,1975,Normal,174097.6938011003
2640,20,10000,1974,Normal,153253.16325597302
2641,20,7200,1971,Normal,130993.59286531992
2642,120,8773,2002,Normal,202485.71808875204
2643,160,2760,1973,Normal,131127.97933930688
2644,160,2160,1973,Normal,145125.58976262572
2645,160,1890,1972,Normal,124519.62838917437
2646,160,1680,1972,Normal,120812.86758025191
2647,160,1680,1972,Normal,125414.00701433937
2648,120,4043,1975,Normal,154029.60920485167
2649,20,7514,1967,Normal,143381.92045798711
2650,120,2280,1976,Normal,146033.95809170327
2651,160,2179,1976,Normal,158866.03866051315
2652,60,16387,2006,Partial,371728.6780114604
2653,20,16163,2004,Normal,253163.71406259536
2654,20,12228,2006,Partial,274391.0096648238
2655,20,14780,2005,Normal,360842.8210929723
2656,60,13975,2005,Partial,306033.7347049772
2657,60,9942,2005,Partial,307279.4700672489
2658,60,12867,2005,Partial,268271.9425915737
2659,60,10672,2006,Partial,293479.4310439219
2660,60,11643,2005,Partial,328728.2641224173
2661,20,13758,2005,Partial,330597.3513221429
2662,20,14828,2004,Normal,352061.11789986014
2663,60,13215,2004,Normal,265725.91079100367
2664,120,5911,2005,Normal,261057.36225062484
2665,20,7740,2006,Partial,301522.53884875274
2666,120,6373,2006,Partial,262712.6805429565
2667,60,10237,2005,Partial,194375.32550961946
2668,60,10237,2006,Partial,199596.8646382786
